GEO.id,GEO.id2,GEO.display-label,GCT_STUB.target-geo-id,GCT_STUB.target-geo-id2,GCT_STUB.display-label,GCT_STUB.display-label,HC01,HC02
Id,Id2,Geography,Target Geo Id,Target Geo Id2,Geographic Area,Geographic Area,Percent,Margin of Error
0400000US36,36,New York,7950000US3604014,3604014,"New York - NYC-Brooklyn Community District 12--Borough Park, Kensington & Ocean Parkway PUMA","NYC-Brooklyn Community District 12--Borough Park, Kensington & Ocean Parkway PUMA",66.1,2.9
0400000US36,36,New York,7950000US3604015,3604015,New York - NYC-Brooklyn Community District 14--Flatbush & Midwood PUMA,NYC-Brooklyn Community District 14--Flatbush & Midwood PUMA,78.8,2.9
0400000US36,36,New York,7950000US3604016,3604016,"New York - NYC-Brooklyn Community District 15--Sheepshead Bay, Gerritsen Beach & Homecrest PUMA","NYC-Brooklyn Community District 15--Sheepshead Bay, Gerritsen Beach & Homecrest PUMA",85.2,1.9
0400000US36,36,New York,7950000US3604017,3604017,New York - NYC-Brooklyn Community District 11--Bensonhurst & Bath Beach PUMA,NYC-Brooklyn Community District 11--Bensonhurst & Bath Beach PUMA,83.5,2.0
0400000US36,36,New York,7950000US3604018,3604018,New York - NYC-Brooklyn Community District 13--Brighton Beach & Coney Island PUMA,NYC-Brooklyn Community District 13--Brighton Beach & Coney Island PUMA,79.3,2.4
0400000US36,36,New York,7950000US3604101,3604101,New York - NYC-Queens Community District 1--Astoria & Long Island City PUMA,NYC-Queens Community District 1--Astoria & Long Island City PUMA,83.5,2.0
0400000US36,36,New York,7950000US3604102,3604102,New York - NYC-Queens Community District 3--Jackson Heights & North Corona PUMA,NYC-Queens Community District 3--Jackson Heights & North Corona PUMA,79.0,3.5
0400000US36,36,New York,7950000US3604103,3604103,"New York - NYC-Queens Community District 7--Flushing, Murray Hill & Whitestone PUMA","NYC-Queens Community District 7--Flushing, Murray Hill & Whitestone PUMA",73.3,2.4
0400000US36,36,New York,7950000US3604104,3604104,"New York - NYC-Queens Community District 11--Bayside, Douglaston & Little Neck PUMA","NYC-Queens Community District 11--Bayside, Douglaston & Little Neck PUMA",86.9,2.4
0400000US36,36,New York,7950000US3604105,3604105,"New York - NYC-Queens Community District 13--Queens Village, Cambria Heights & Rosedale PUMA","NYC-Queens Community District 13--Queens Village, Cambria Heights & Rosedale PUMA",86.5,2.0
0400000US36,36,New York,7950000US3604106,3604106,"New York - NYC-Queens Community District 8--Briarwood, Fresh Meadows & Hillcrest PUMA","NYC-Queens Community District 8--Briarwood, Fresh Meadows & Hillcrest PUMA",84.7,2.9
0400000US36,36,New York,7950000US3604107,3604107,New York - NYC-Queens Community District 4--Elmhurst & South Corona PUMA,NYC-Queens Community District 4--Elmhurst & South Corona PUMA,78.3,3.9
0400000US36,36,New York,7950000US3604108,3604108,New York - NYC-Queens Community District 6--Forest Hills & Rego Park PUMA,NYC-Queens Community District 6--Forest Hills & Rego Park PUMA,85.5,2.7
0400000US36,36,New York,7950000US3604109,3604109,New York - NYC-Queens Community District 2--Sunnyside & Woodside PUMA,NYC-Queens Community District 2--Sunnyside & Woodside PUMA,85.1,2.4
0400000US36,36,New York,7950000US3604110,3604110,"New York - NYC-Queens Community District 5--Ridgewood, Glendale & Middle Village PUMA","NYC-Queens Community District 5--Ridgewood, Glendale & Middle Village PUMA",82.6,2.2
0400000US36,36,New York,7950000US3604111,3604111,New York - NYC-Queens Community District 9--Richmond Hill & Woodhaven PUMA,NYC-Queens Community District 9--Richmond Hill & Woodhaven PUMA,83.8,2.3
0400000US36,36,New York,7950000US3604112,3604112,"New York - NYC-Queens Community District 12--Jamaica, Hollis & St. Albans PUMA","NYC-Queens Community District 12--Jamaica, Hollis & St. Albans PUMA",76.8,2.0
0400000US36,36,New York,7950000US3604113,3604113,New York - NYC-Queens Community District 10--Howard Beach & Ozone Park PUMA,NYC-Queens Community District 10--Howard Beach & Ozone Park PUMA,85.5,2.8
0400000US36,36,New York,7950000US3604114,3604114,"New York - NYC-Queens Community District 14--Far Rockaway, Breezy Point & Broad Channel PUMA","NYC-Queens Community District 14--Far Rockaway, Breezy Point & Broad Channel PUMA",77.8,3.6
